session_id,user_id,session_start,session_length_sec
1404,U00142,2026-01-21 10:05:00,3008
1405,U00142,2026-01-23 14:08:00,3283
1406,U00142,2026-01-19 10:27:00,442
1407,U00142,2026-01-25 20:03:00,3061
1408,U00142,2026-01-21 07:50:00,2731
1409,U00142,2026-01-20 15:25:00,716
1410,U00142,2026-01-25 05:07:00,2996
1411,U00143,2026-01-08 17:47:00,3086
1412,U00143,2026-01-09 21:28:00,2106
1413,U00143,2026-01-08 21:00:00,3321
1414,U00143,2026-01-16 15:52:00,3251
1415,U00143,2026-01-15 20:13:00,1591
1416,U00143,2026-01-08 01:46:00,3413
1417,U00143,2026-01-10 02:18:00,2962
1418,U00143,2026-01-08 06:55:00,2853
1419,U00143,2026-01-12 07:03:00,1891
1420,U00143,2026-01-13 05:41:00,1245
1421,U00143,2026-01-13 08:12:00,491
1422,U00143,2026-01-10 13:41:00,2035
1423,U00143,2026-01-16 03:46:00,1694
1424,U00143,2026-01-15 13:36:00,3520
1425,U00143,2026-01-10 18:06:00,403
1426,U00144,2026-01-09 11:07:00,2342
1427,U00144,2026-01-03 17:09:00,3518
1428,U00144,2026-01-10 17:31:00,1873
1429,U00144,2026-01-09 04:52:00,3589
1430,U00144,2026-01-03 22:02:00,2405
1431,U00144,2026-01-06 21:51:00,1276
1432,U00144,2026-01-11 20:51:00,1570
1433,U00144,2026-01-05 20:09:00,2599
1434,U00144,2026-01-05 13:15:00,1196
1435,U00144,2026-01-12 03:29:00,3163
1436,U00144,2026-01-10 10:08:00,2794
1437,U00144,2026-01-10 07:51:00,2717
1438,U00144,2026-01-06 15:22:00,436
1439,U00144,2026-01-10 21:50:00,2819
1440,U00144,2026-01-09 10:53:00,3096
1441,U00144,2026-01-11 13:21:00,1902
1442,U00144,2026-01-12 15:19:00,2857
1443,U00144,2026-01-08 16:41:00,1396
1444,U00144,2026-01-12 15:15:00,3381
1445,U00145,2026-01-05 02:31:00,1328
1446,U00145,2026-01-05 21:46:00,2811
1447,U00145,2026-01-03 04:30:00,1486
1448,U00145,2026-01-11 21:45:00,2010
1449,U00145,2026-01-04 05:50:00,733
1450,U00145,2026-01-06 02:19:00,1794
1451,U00145,2026-01-06 01:26:00,2011
1452,U00145,2026-01-09 06:07:00,428
1453,U00145,2026-01-08 11:09:00,448
1454,U00145,2026-01-11 14:11:00,1756
1455,U00145,2026-01-06 07:25:00,2344
1456,U00145,2026-01-03 14:43:00,2641
1457,U00145,2026-01-12 04:09:00,3225
1458,U00145,2026-01-06 16:14:00,1625
1459,U00145,2026-01-11 13:08:00,1283
1460,U00145,2026-01-11 14:49:00,2417
1461,U00145,2026-01-03 14:34:00,3483
1462,U00145,2026-01-09 01:30:00,829
1463,U00145,2026-01-07 12:18:00,3073
1464,U00146,2026-01-07 03:11:00,2286
1465,U00146,2026-01-08 21:05:00,2485
1466,U00146,2026-01-09 20:03:00,1308
1467,U00146,2026-01-08 08:22:00,502
1468,U00146,2026-01-05 21:00:00,2016
1469,U00146,2026-01-07 09:08:00,2403
1470,U00146,2026-01-06 20:20:00,884
1471,U00146,2026-01-02 05:59:00,2023
1472,U00147,2026-02-02 11:56:00,1190
1473,U00147,2026-02-03 15:59:00,1768
1474,U00147,2026-02-01 12:11:00,905
1475,U00147,2026-02-04 10:14:00,3045
1476,U00147,2026-01-31 11:13:00,1570
1477,U00147,2026-01-30 14:16:00,1911
1478,U00147,2026-01-27 04:37:00,851
1479,U00147,2026-01-31 01:50:00,2732
1480,U00147,2026-01-27 12:40:00,3562
1481,U00147,2026-02-05 11:33:00,1749
1482,U00147,2026-01-31 22:38:00,1532
1483,U00147,2026-02-01 11:17:00,2958
1484,U00147,2026-02-03 11:41:00,2108
1485,U00147,2026-01-27 10:01:00,1976
1486,U00147,2026-01-27 02:45:00,1148
1487,U00147,2026-02-01 02:42:00,2713
1488,U00147,2026-02-03 10:54:00,568
1489,U00147,2026-01-27 06:54:00,1568
1490,U00147,2026-02-03 11:14:00,1383
1491,U00148,2026-01-09 16:21:00,2917
1492,U00148,2026-01-05 06:46:00,3588
1493,U00148,2026-01-06 00:25:00,3376
1494,U00148,2026-01-14 06:29:00,1009
1495,U00148,2026-01-06 02:25:00,1711
1496,U00148,2026-01-05 21:12:00,825
1497,U00149,2026-01-16 06:23:00,855
1498,U00149,2026-01-16 23:42:00,318
1499,U00149,2026-01-12 22:40:00,2766
1500,U00149,2026-01-12 02:01:00,731
1501,U00149,2026-01-17 22:20:00,2728
1502,U00149,2026-01-10 22:30:00,2710
1503,U00149,2026-01-11 18:08:00,2702
1504,U00149,2026-01-13 19:24:00,3173
1505,U00149,2026-01-14 14:39:00,762
1506,U00149,2026-01-13 13:27:00,486
1507,U00149,2026-01-13 07:08:00,3205
1508,U00149,2026-01-11 21:50:00,1070
1509,U00149,2026-01-15 02:15:00,1091
1510,U00149,2026-01-18 16:01:00,2930
1511,U00150,2026-01-09 01:42:00,1301
1512,U00150,2026-01-15 16:15:00,3145
1513,U00150,2026-01-16 20:53:00,957
1514,U00150,2026-01-08 20:20:00,3080
1515,U00150,2026-01-13 09:31:00,470
1516,U00150,2026-01-13 07:32:00,2697
1517,U00150,2026-01-12 08:13:00,2967
1518,U00150,2026-01-10 18:36:00,3266
1519,U00150,2026-01-12 04:47:00,1941
1520,U00150,2026-01-08 10:07:00,756
1521,U00150,2026-01-11 20:25:00,1535
1522,U00150,2026-01-12 10:23:00,2723
1523,U00151,2026-02-04 13:30:00,1724
1524,U00151,2026-01-29 15:58:00,1775
1525,U00151,2026-01-26 13:28:00,1278
1526,U00152,2026-01-14 07:33:00,1516
1527,U00152,2026-01-12 02:29:00,2203
1528,U00152,2026-01-15 12:58:00,1272
1529,U00152,2026-01-18 23:36:00,2423
1530,U00152,2026-01-15 21:33:00,524
1531,U00153,2026-01-28 04:10:00,1140
1532,U00153,2026-02-03 11:53:00,1406
1533,U00153,2026-02-01 17:50:00,3231
1534,U00153,2026-02-03 00:29:00,2628
1535,U00153,2026-01-29 21:00:00,2715
1536,U00153,2026-02-05 11:57:00,1316
1537,U00153,2026-02-06 10:05:00,674
1538,U00153,2026-02-05 17:28:00,1657
1539,U00153,2026-01-30 01:55:00,2395
1540,U00153,2026-01-29 01:38:00,1782
1541,U00153,2026-02-01 06:44:00,3585
1542,U00153,2026-02-03 08:22:00,1771
1543,U00153,2026-01-29 14:03:00,2468
1544,U00153,2026-02-06 16:17:00,2401
1545,U00153,2026-01-28 08:02:00,1312
1546,U00153,2026-02-06 10:55:00,2609
1547,U00153,2026-02-05 23:07:00,790
1548,U00153,2026-02-06 01:15:00,1656
1549,U00154,2026-01-13 10:41:00,1126
1550,U00154,2026-01-14 21:26:00,3050
1551,U00154,2026-01-13 09:34:00,3347
1552,U00154,2026-01-07 18:06:00,552
1553,U00155,2026-01-16 16:20:00,819
1554,U00155,2026-01-13 01:29:00,1019
1555,U00155,2026-01-12 13:15:00,929
1556,U00155,2026-01-13 15:25:00,2747
1557,U00155,2026-01-18 18:14:00,2328
1558,U00155,2026-01-12 19:07:00,1704
1559,U00155,2026-01-13 13:16:00,494
1560,U00155,2026-01-12 07:40:00,917
1561,U00155,2026-01-13 01:03:00,2512
1562,U00155,2026-01-15 16:51:00,584
1563,U00155,2026-01-12 04:40:00,1137
1564,U00155,2026-01-12 15:17:00,523
1565,U00155,2026-01-10 16:04:00,1249
1566,U00155,2026-01-12 17:33:00,344
1567,U00155,2026-01-11 07:50:00,2381
1568,U00155,2026-01-14 03:40:00,2191
1569,U00155,2026-01-14 11:31:00,1690
1570,U00156,2026-01-16 16:50:00,2238
1571,U00156,2026-01-13 09:41:00,3487
1572,U00156,2026-01-16 02:27:00,1332
1573,U00156,2026-01-11 17:53:00,2173
1574,U00157,2026-01-15 10:37:00,577
1575,U00157,2026-01-21 16:28:00,2125
1576,U00157,2026-01-21 10:48:00,917
1577,U00157,2026-01-18 09:39:00,1470
1578,U00157,2026-01-21 07:57:00,1482
1579,U00158,2026-01-10 20:12:00,2762
1580,U00158,2026-01-04 20:04:00,587
1581,U00158,2026-01-03 03:06:00,2207
1582,U00159,2026-01-02 03:13:00,2663
1583,U00159,2026-01-08 02:23:00,315
1584,U00159,2026-01-07 04:04:00,1226
1585,U00159,2026-01-08 02:08:00,1206
1586,U00159,2026-01-07 05:40:00,2351
1587,U00159,2026-01-07 23:53:00,605
1588,U00159,2026-01-01 20:48:00,1671
1589,U00159,2026-01-01 09:18:00,1504
1590,U00159,2026-01-10 11:50:00,1709
1591,U00159,2026-01-10 18:51:00,2878
1592,U00160,2026-01-23 13:37:00,1494
1593,U00160,2026-01-18 00:11:00,494
1594,U00160,2026-01-25 13:14:00,3228
1595,U00160,2026-01-21 16:01:00,955
1596,U00160,2026-01-17 22:19:00,3041
1597,U00160,2026-01-19 18:39:00,1077
1598,U00160,2026-01-25 13:27:00,2060
1599,U00160,2026-01-23 23:04:00,1697
1600,U00160,2026-01-25 05:02:00,720
1601,U00160,2026-01-21 21:00:00,484
1602,U00160,2026-01-19 12:33:00,2710
1603,U00161,2026-01-24 19:43:00,1797
1604,U00161,2026-01-31 22:25:00,2359
1605,U00161,2026-01-30 18:16:00,887
1606,U00161,2026-02-01 03:20:00,821
1607,U00161,2026-01-31 13:07:00,3410
1608,U00161,2026-01-24 05:20:00,1758
1609,U00161,2026-01-26 23:51:00,2337
1610,U00161,2026-01-24 09:28:00,1401
1611,U00161,2026-01-24 21:48:00,826
1612,U00162,2026-01-27 19:39:00,2472
1613,U00162,2026-01-29 04:39:00,3264
1614,U00162,2026-02-01 10:21:00,3193
1615,U00162,2026-01-27 11:13:00,1451
1616,U00162,2026-02-01 05:31:00,1473
1617,U00162,2026-01-30 00:35:00,2008
1618,U00162,2026-01-26 17:25:00,2553
1619,U00162,2026-01-26 07:19:00,3076
1620,U00162,2026-01-23 15:40:00,463
1621,U00162,2026-01-26 04:53:00,494
1622,U00162,2026-01-29 07:59:00,422
1623,U00162,2026-01-27 11:00:00,3475
1624,U00163,2026-02-05 11:49:00,2743
1625,U00163,2026-01-30 16:44:00,3513
1626,U00163,2026-02-05 23:44:00,980
1627,U00163,2026-02-04 08:14:00,855
1628,U00163,2026-01-31 01:48:00,671
1629,U00163,2026-02-05 10:15:00,3115
1630,U00163,2026-01-30 21:08:00,1678
1631,U00163,2026-01-30 07:55:00,382
1632,U00163,2026-02-04 03:09:00,1099
1633,U00163,2026-02-06 04:10:00,2638
1634,U00163,2026-02-03 20:24:00,625
1635,U00163,2026-02-07 13:56:00,807
1636,U00163,2026-02-07 01:11:00,1570
1637,U00163,2026-01-30 15:39:00,2178
1638,U00163,2026-02-05 09:25:00,1667
1639,U00163,2026-02-04 08:47:00,2958
1640,U00163,2026-02-02 03:12:00,2405
1641,U00163,2026-02-03 18:54:00,428
1642,U00163,2026-01-30 11:45:00,1151
1643,U00164,2026-01-31 00:28:00,1435
1644,U00164,2026-01-26 02:10:00,2535
1645,U00164,2026-01-26 11:48:00,1798
1646,U00164,2026-01-27 04:35:00,3444
1647,U00164,2026-01-30 04:02:00,3473
1648,U00164,2026-02-01 18:29:00,1799
1649,U00165,2026-01-09 14:36:00,1366
1650,U00165,2026-01-07 20:23:00,1157
1651,U00165,2026-01-07 17:29:00,598
1652,U00165,2026-01-13 17:23:00,2787
1653,U00165,2026-01-07 12:31:00,1874
1654,U00165,2026-01-07 12:59:00,1530
1655,U00165,2026-01-11 11:05:00,1365
1656,U00165,2026-01-10 10:09:00,726
1657,U00165,2026-01-07 15:01:00,1241
1658,U00165,2026-01-08 12:21:00,1692
1659,U00165,2026-01-14 20:43:00,1900
1660,U00165,2026-01-07 20:55:00,627
1661,U00165,2026-01-08 06:15:00,562
1662,U00165,2026-01-11 22:20:00,2244
1663,U00165,2026-01-14 10:51:00,1952
1664,U00166,2026-01-07 09:59:00,1019
1665,U00166,2026-01-11 21:32:00,900
1666,U00166,2026-01-08 01:55:00,559
1667,U00166,2026-01-03 00:06:00,665
1668,U00166,2026-01-12 08:42:00,1761
1669,U00167,2026-01-18 07:08:00,1090
1670,U00167,2026-01-13 12:26:00,2714
1671,U00167,2026-01-20 08:57:00,1220
1672,U00167,2026-01-17 14:24:00,3535
1673,U00167,2026-01-14 13:17:00,647
1674,U00167,2026-01-12 16:02:00,1019
1675,U00167,2026-01-15 18:36:00,984
1676,U00167,2026-01-19 20:40:00,1246
1677,U00167,2026-01-17 10:17:00,806
1678,U00168,2026-01-12 09:35:00,543
1679,U00168,2026-01-17 07:01:00,3458
1680,U00168,2026-01-16 21:41:00,2172
1681,U00168,2026-01-09 16:48:00,1492
1682,U00168,2026-01-17 10:49:00,1764
1683,U00168,2026-01-14 06:20:00,1041
1684,U00168,2026-01-11 11:12:00,2860
1685,U00168,2026-01-12 20:11:00,1229
1686,U00168,2026-01-11 15:12:00,943
1687,U00168,2026-01-13 12:09:00,1583
1688,U00168,2026-01-08 01:10:00,2825
1689,U00168,2026-01-09 07:36:00,2536
1690,U00168,2026-01-10 15:19:00,2639
1691,U00168,2026-01-09 12:35:00,1958
1692,U00168,2026-01-16 19:39:00,807
1693,U00169,2026-01-24 09:18:00,3558
1694,U00169,2026-01-25 07:00:00,1852
1695,U00169,2026-01-28 05:03:00,1241
1696,U00169,2026-01-31 17:42:00,2889
1697,U00169,2026-01-27 20:26:00,1389
1698,U00169,2026-01-25 18:33:00,992
1699,U00169,2026-01-28 04:12:00,556
1700,U00169,2026-01-31 09:58:00,1413
1701,U00169,2026-01-27 09:41:00,3415
1702,U00169,2026-01-29 09:57:00,318
1703,U00169,2026-01-26 10:06:00,1680
1704,U00169,2026-01-30 00:32:00,2293
1705,U00169,2026-01-26 14:21:00,454
1706,U00169,2026-01-28 15:04:00,1569
1707,U00169,2026-01-26 14:03:00,2082
1708,U00169,2026-01-22 12:26:00,2025
1709,U00170,2026-01-28 02:51:00,573
1710,U00170,2026-01-29 19:18:00,2006
1711,U00170,2026-01-28 07:01:00,1744
1712,U00170,2026-02-05 06:03:00,2725
1713,U00170,2026-01-30 14:50:00,1021
1714,U00170,2026-01-30 14:40:00,1421
1715,U00170,2026-02-03 00:21:00,1773
1716,U00170,2026-02-01 17:28:00,2850
1717,U00170,2026-02-04 18:28:00,1890
1718,U00170,2026-02-02 23:55:00,523
1719,U00170,2026-01-29 07:12:00,564
1720,U00170,2026-02-05 07:08:00,2763
1721,U00170,2026-01-31 12:06:00,2544
1722,U00170,2026-02-05 17:56:00,779
1723,U00170,2026-02-05 21:14:00,1189
1724,U00171,2026-01-09 15:24:00,2470
1725,U00171,2026-01-05 22:42:00,1077
1726,U00171,2026-01-05 23:39:00,2970
1727,U00171,2026-01-08 09:48:00,3518
1728,U00171,2026-01-05 15:03:00,2867
1729,U00171,2026-01-09 02:01:00,639
1730,U00171,2026-01-06 09:56:00,750
1731,U00171,2026-01-10 17:19:00,1656
1732,U00171,2026-01-05 00:08:00,2681
1733,U00171,2026-01-07 16:56:00,2674
1734,U00171,2026-01-09 03:45:00,2113
1735,U00171,2026-01-10 01:52:00,2320
1736,U00171,2026-01-03 04:25:00,1814
1737,U00171,2026-01-10 15:51:00,605
1738,U00171,2026-01-11 23:11:00,3284
1739,U00172,2026-01-09 02:50:00,433
1740,U00172,2026-01-05 17:28:00,1853
1741,U00172,2026-01-02 22:18:00,1642
1742,U00172,2026-01-09 18:35:00,2526
1743,U00173,2026-01-11 03:51:00,3339
1744,U00173,2026-01-06 12:11:00,2828
1745,U00173,2026-01-06 13:33:00,1572
1746,U00173,2026-01-04 05:22:00,3269
1747,U00173,2026-01-10 10:05:00,2776
1748,U00173,2026-01-07 02:27:00,1441
1749,U00173,2026-01-04 06:06:00,3197
1750,U00173,2026-01-04 13:32:00,474
1751,U00173,2026-01-04 18:54:00,2084
1752,U00173,2026-01-09 19:30:00,334
1753,U00173,2026-01-09 22:12:00,2885
1754,U00173,2026-01-08 09:16:00,1751
1755,U00173,2026-01-10 03:52:00,1004
1756,U00173,2026-01-05 15:38:00,3234
1757,U00173,2026-01-08 21:38:00,2173
1758,U00174,2026-01-11 11:38:00,1612
1759,U00174,2026-01-07 14:50:00,991
1760,U00174,2026-01-05 17:40:00,2757
1761,U00174,2026-01-07 02:06:00,1806
1762,U00174,2026-01-12 09:51:00,593
1763,U00174,2026-01-11 16:59:00,2657
1764,U00174,2026-01-10 08:47:00,2887
1765,U00174,2026-01-07 07:23:00,984
1766,U00174,2026-01-12 03:55:00,1762
1767,U00174,2026-01-11 03:33:00,384
1768,U00174,2026-01-14 01:24:00,2244
1769,U00174,2026-01-13 01:04:00,1969
1770,U00175,2026-01-21 15:38:00,1218
1771,U00175,2026-01-16 20:48:00,2240
1772,U00175,2026-01-23 10:14:00,1218
1773,U00175,2026-01-16 18:31:00,1626
1774,U00175,2026-01-22 07:14:00,981
1775,U00175,2026-01-21 17:53:00,1755
1776,U00175,2026-01-18 05:46:00,2993
1777,U00175,2026-01-23 04:04:00,2456
1778,U00175,2026-01-23 08:52:00,3461
1779,U00175,2026-01-22 01:51:00,1912
1780,U00175,2026-01-15 05:42:00,2448
1781,U00175,2026-01-20 10:28:00,1927
1782,U00175,2026-01-15 00:27:00,3284
1783,U00175,2026-01-16 00:57:00,1821
1784,U00175,2026-01-23 02:13:00,2596
1785,U00175,2026-01-20 15:01:00,2264
1786,U00175,2026-01-16 19:51:00,1070
1787,U00175,2026-01-21 22:58:00,1548
1788,U00175,2026-01-22 02:25:00,2283
1789,U00176,2026-01-17 14:52:00,2691
1790,U00176,2026-01-16 11:41:00,2348
1791,U00176,2026-01-17 02:32:00,2776
1792,U00176,2026-01-14 08:27:00,3497
1793,U00176,2026-01-15 05:44:00,2235
1794,U00176,2026-01-15 03:40:00,2238
1795,U00176,2026-01-20 12:02:00,3396
1796,U00176,2026-01-19 14:00:00,1964
1797,U00176,2026-01-23 08:00:00,3277
1798,U00176,2026-01-21 23:45:00,644
1799,U00176,2026-01-19 00:20:00,1957
1800,U00176,2026-01-19 14:32:00,2395
1801,U00176,2026-01-20 04:46:00,1301
1802,U00176,2026-01-23 09:01:00,2340
1803,U00176,2026-01-17 04:33:00,1255
1804,U00176,2026-01-21 06:20:00,1652
1805,U00176,2026-01-17 03:10:00,1491
1806,U00177,2026-01-11 02:33:00,1711
1807,U00177,2026-01-03 04:31:00,442
1808,U00177,2026-01-05 18:12:00,2594
1809,U00177,2026-01-07 13:07:00,2426
1810,U00177,2026-01-04 10:22:00,2872
1811,U00177,2026-01-06 15:37:00,3560
1812,U00177,2026-01-11 17:11:00,366
1813,U00177,2026-01-11 16:29:00,1440
1814,U00177,2026-01-05 08:04:00,1487
1815,U00178,2026-01-05 18:17:00,372
1816,U00178,2026-01-04 03:18:00,3501
1817,U00178,2026-01-06 09:31:00,1090
1818,U00178,2026-01-07 19:34:00,3577
1819,U00178,2026-01-10 02:58:00,2544
1820,U00178,2026-01-07 12:14:00,2436
1821,U00178,2026-01-02 13:07:00,3095
1822,U00178,2026-01-07 03:28:00,792
1823,U00178,2026-01-02 11:04:00,3384
1824,U00178,2026-01-10 14:30:00,1031
1825,U00178,2026-01-10 23:18:00,1905
1826,U00178,2026-01-03 11:37:00,3470
1827,U00178,2026-01-02 14:45:00,3199
1828,U00179,2026-01-07 15:55:00,1790
1829,U00179,2026-01-12 23:04:00,2671
1830,U00179,2026-01-13 15:50:00,2530
1831,U00179,2026-01-05 14:29:00,1935
1832,U00179,2026-01-11 07:46:00,2652
1833,U00180,2026-01-31 03:51:00,2014
1834,U00180,2026-02-02 09:54:00,1877
1835,U00180,2026-01-26 02:52:00,1272
1836,U00180,2026-02-01 19:38:00,2893
1837,U00180,2026-01-29 08:37:00,1213
1838,U00180,2026-02-01 02:13:00,2632
1839,U00180,2026-02-03 11:25:00,3523
1840,U00180,2026-02-04 23:26:00,3486
1841,U00180,2026-01-27 21:47:00,1198
1842,U00180,2026-01-31 20:12:00,2425
1843,U00180,2026-01-28 11:27:00,2368
1844,U00180,2026-01-31 20:07:00,2194
1845,U00180,2026-02-02 02:58:00,2111
1846,U00180,2026-01-31 18:02:00,1650
1847,U00180,2026-02-03 11:08:00,490
1848,U00180,2026-02-02 22:15:00,1007
1849,U00181,2026-01-25 03:56:00,915
1850,U00181,2026-01-29 04:42:00,2348
1851,U00181,2026-01-28 16:06:00,471
1852,U00182,2026-01-23 11:29:00,2922
1853,U00182,2026-01-17 02:44:00,2324
1854,U00182,2026-01-14 23:32:00,1883
1855,U00182,2026-01-16 06:11:00,2010
1856,U00182,2026-01-16 01:55:00,746
1857,U00182,2026-01-14 14:51:00,1347
1858,U00182,2026-01-17 11:02:00,2173
1859,U00182,2026-01-15 11:57:00,1658
1860,U00182,2026-01-19 17:30:00,2618
1861,U00183,2026-01-10 04:06:00,686
1862,U00183,2026-01-15 16:23:00,1811
1863,U00183,2026-01-10 12:32:00,3128
1864,U00183,2026-01-07 09:05:00,1769
1865,U00183,2026-01-15 22:52:00,3469
1866,U00183,2026-01-08 08:21:00,2290
1867,U00183,2026-01-13 12:44:00,1220
1868,U00183,2026-01-12 00:13:00,691
1869,U00183,2026-01-12 06:25:00,3580
1870,U00183,2026-01-11 16:13:00,3465
1871,U00183,2026-01-10 09:56:00,1056
1872,U00183,2026-01-12 04:50:00,2653
1873,U00183,2026-01-16 19:11:00,2972
1874,U00183,2026-01-07 14:07:00,741
1875,U00183,2026-01-13 02:09:00,3503
1876,U00183,2026-01-11 14:21:00,2940
1877,U00183,2026-01-13 05:24:00,3440
1878,U00183,2026-01-10 07:27:00,1851
1879,U00184,2026-02-04 19:48:00,1811
1880,U00184,2026-02-04 11:48:00,1749
1881,U00184,2026-02-04 04:24:00,2959
1882,U00184,2026-02-01 13:51:00,3021
1883,U00184,2026-02-02 02:36:00,1745
1884,U00184,2026-01-27 08:49:00,2674
1885,U00184,2026-01-27 14:54:00,2444
1886,U00184,2026-01-27 03:35:00,3503
1887,U00184,2026-01-30 02:04:00,3453
1888,U00184,2026-01-27 04:43:00,2453
1889,U00184,2026-02-04 03:47:00,2665
1890,U00184,2026-01-28 14:33:00,771
1891,U00184,2026-02-03 10:24:00,2360
1892,U00184,2026-02-03 17:21:00,3041
1893,U00184,2026-01-27 03:48:00,470
1894,U00184,2026-02-02 03:08:00,725
1895,U00184,2026-01-27 18:22:00,3005
1896,U00184,2026-02-02 20:05:00,798
1897,U00184,2026-02-05 14:25:00,1125
1898,U00185,2026-01-11 01:10:00,2595
1899,U00185,2026-01-10 21:59:00,2929
1900,U00185,2026-01-14 03:12:00,1391
1901,U00185,2026-01-09 00:51:00,3229
1902,U00186,2026-01-19 07:53:00,2169
1903,U00186,2026-01-23 22:01:00,3038
1904,U00186,2026-01-20 19:11:00,2879
1905,U00186,2026-01-22 23:54:00,1139
1906,U00186,2026-01-15 04:00:00,835
1907,U00186,2026-01-21 01:22:00,1281
1908,U00186,2026-01-23 15:50:00,910
1909,U00186,2026-01-20 07:38:00,3583
1910,U00186,2026-01-17 07:04:00,2901
1911,U00186,2026-01-16 19:41:00,2459
1912,U00186,2026-01-16 02:01:00,572
1913,U00187,2026-01-21 16:24:00,1530
1914,U00187,2026-01-22 21:41:00,2210
1915,U00187,2026-01-17 09:28:00,1805
1916,U00187,2026-01-17 18:57:00,2216
1917,U00187,2026-01-15 13:39:00,3200
1918,U00187,2026-01-20 05:20:00,478
1919,U00188,2026-01-30 08:11:00,360
1920,U00189,2026-01-19 14:07:00,3335
1921,U00189,2026-01-10 09:45:00,2027
1922,U00189,2026-01-10 08:54:00,3040
1923,U00189,2026-01-16 01:47:00,2170
1924,U00189,2026-01-11 13:33:00,1304
1925,U00189,2026-01-13 20:29:00,2937
1926,U00189,2026-01-16 10:07:00,3006
1927,U00189,2026-01-11 17:13:00,2781
1928,U00190,2026-02-01 10:51:00,2161
1929,U00190,2026-02-02 13:19:00,3220
1930,U00190,2026-01-31 02:08:00,737
1931,U00190,2026-02-01 18:01:00,1521
1932,U00190,2026-01-30 15:01:00,2392
1933,U00190,2026-01-28 21:42:00,2882
1934,U00190,2026-02-06 07:40:00,690
1935,U00190,2026-02-06 18:40:00,3322
1936,U00190,2026-01-31 10:20:00,866
1937,U00190,2026-02-05 18:12:00,3501
1938,U00190,2026-02-03 14:07:00,898
1939,U00190,2026-02-02 22:37:00,3525
1940,U00190,2026-01-30 01:18:00,2926
1941,U00190,2026-02-03 06:52:00,845
1942,U00190,2026-01-28 02:48:00,3028
1943,U00190,2026-02-03 09:42:00,2862
1944,U00190,2026-02-06 00:31:00,2634
1945,U00191,2026-01-19 10:16:00,3372
1946,U00191,2026-01-16 08:37:00,3474
1947,U00191,2026-01-22 09:42:00,3461
1948,U00191,2026-01-14 11:09:00,2063
1949,U00191,2026-01-17 02:05:00,3303
1950,U00191,2026-01-13 18:40:00,2421
1951,U00191,2026-01-15 20:14:00,2005
1952,U00191,2026-01-15 00:55:00,1019
1953,U00191,2026-01-21 00:31:00,873
1954,U00191,2026-01-13 03:06:00,797
1955,U00191,2026-01-22 02:09:00,938
1956,U00191,2026-01-16 01:53:00,3570
1957,U00191,2026-01-21 20:38:00,2791
1958,U00191,2026-01-18 07:26:00,1285
1959,U00191,2026-01-13 11:54:00,2421
1960,U00191,2026-01-21 01:40:00,2523
1961,U00191,2026-01-17 19:49:00,340
1962,U00191,2026-01-20 06:05:00,3491
1963,U00192,2026-01-19 12:07:00,2576
1964,U00193,2026-01-15 22:21:00,3331
1965,U00193,2026-01-15 13:55:00,1596
1966,U00194,2026-01-24 15:53:00,2038
1967,U00194,2026-01-21 11:00:00,994
1968,U00194,2026-01-24 09:45:00,1212
1969,U00194,2026-01-18 08:15:00,2448
1970,U00194,2026-01-18 01:12:00,3385
1971,U00194,2026-01-17 02:36:00,1034
1972,U00194,2026-01-20 22:41:00,3366
1973,U00194,2026-01-20 23:19:00,858
1974,U00194,2026-01-25 20:28:00,3450
1975,U00194,2026-01-21 04:06:00,830
1976,U00194,2026-01-26 08:57:00,1028
1977,U00194,2026-01-26 02:33:00,391
1978,U00194,2026-01-17 05:37:00,1803
1979,U00194,2026-01-21 19:14:00,2797
1980,U00194,2026-01-17 13:29:00,1086
1981,U00194,2026-01-17 09:47:00,476
1982,U00194,2026-01-24 13:50:00,942
1983,U00194,2026-01-17 09:26:00,965
1984,U00195,2026-01-27 22:11:00,3215
1985,U00195,2026-01-24 17:49:00,2649
1986,U00195,2026-01-23 15:11:00,707
1987,U00196,2026-01-29 21:29:00,1441
1988,U00197,2026-01-13 20:23:00,3528
1989,U00197,2026-01-10 14:19:00,3505
1990,U00197,2026-01-07 22:39:00,3442
1991,U00197,2026-01-12 22:37:00,3158
1992,U00197,2026-01-13 01:29:00,1657
1993,U00197,2026-01-10 19:44:00,837
1994,U00197,2026-01-12 05:00:00,1023
1995,U00197,2026-01-06 01:07:00,2806
1996,U00197,2026-01-05 06:37:00,919
1997,U00197,2026-01-04 19:23:00,1029
1998,U00197,2026-01-04 13:00:00,2051
1999,U00197,2026-01-05 12:27:00,2629
2000,U00197,2026-01-08 15:23:00,1295
2001,U00197,2026-01-11 12:25:00,1780
2002,U00197,2026-01-10 18:22:00,3576
2003,U00197,2026-01-10 22:40:00,2651
2004,U00198,2026-02-02 21:39:00,2022
2005,U00198,2026-02-01 20:06:00,1835
2006,U00199,2026-01-07 11:13:00,1832
2007,U00199,2026-01-10 20:15:00,577
2008,U00199,2026-01-06 08:43:00,479
2009,U00199,2026-01-10 23:16:00,3422
2010,U00200,2026-01-29 07:59:00,3390
2011,U00200,2026-01-28 01:23:00,3526
2012,U00200,2026-01-27 10:18:00,2704
2013,U00200,2026-01-29 07:22:00,3440
2014,U00200,2026-01-25 06:17:00,2928
2015,U00200,2026-01-29 21:56:00,1332
2016,U00200,2026-01-25 01:32:00,2289
